,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,condition,frame size,make / manufacturer,wheel size,num image,text,model name / number,suspension,brake type,electric assist,handlebar type,part type,serial number,size / dimensions
21073,1099.0,minneapolis,https://minneapolis.craigslist.org/ank/mcd/d/rush-city-dirt-bike-pit-bike-sale/7472769631.html,2022-04-18 11:50,Dirt Bike--Pit Bike Sale,,,,,,,11,"Apollo X-4 110cc-14/12 tires-semi automatic-$1,099 Apollo X-14 125cc-14/12 tires-semi automatic-$1,199 Apollo X-18 125cc-17/14 tires-manual clutch-$1,399  All bikes are brand new  www.wesellsleds.com LIKE us on FACEBOOK-tandtsportsandlawn   FUN STARTS HERE  Any questions call Travis @ 320-980-1327 or Trevor @ 320-980-1646   Polaris, Arctic Cat, Ski Doo, Coolster, Yamaha, Kid's ATV, Can Am, Youth Quad, Bombardier, Suzuki, Honda, Kawasaki, COPY, Pit Bikes, SSR, Kids 4-Wheeler, Tao Tao, Coolster, Youth Atv, Kid Atv, Youth Atv's, Kid Atv's, THIS, Kids Atv's, Kids Atv, Youth Atvs, Pit Bike, Pit Bikes, Dirt Bike, Dirt Bikes, 50cc, 90cc, ONE, 110cc, 125cc, 150cc, 170cc, 140cc, 160cc, 250cc, 50cc, ATV, Youth 4 Wheeler, Moped, UTV, UTVS, BOYS, UTV's Youth Side by side SXS, 4x4 2x4 Wholesale, 90cc ATV Cheap, Price, Cheap Price, Chinese ATV, Good Price, Youth ATV, Wholesale Price. Youth powersports, Monster energy, Tao Tao, Small ATV, ice bear atv, jonway atv, cazador, 70cc ATV, Youth Powersports Pit Bike, Youth 4 Wheeler, Kids Quad Youth 4 Wheelers, Youth 4 Wheeler, 110cc ATV, Youth four wheeler, 125cc ATV, youth four wheelers. Kuzuma, Youth ATV's, taotaominnesota.com, 150cc ATV, Tao-Tao, coolsterminnesota.com, Youth 4 Wheeler, ssrminnesota.com, east central sports, ssrdirtbikes.com, Kids ATV, coolsteratv.com, Sunl, youthfourwheeler.com, Roketa, youthfourwheelers.com, youth4wheeler.com, youthatvheadquarters.com, SSR, youthatvwarehouse.com, Ice Bear, youthatvshop.com Jonway Dirt Bike Dirt Bikes Elk River, Monticello, Minneapolis, St Paul, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake, Taylors Falls, Shafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Rush City, Cambridge, Isanti, Zimmerman, Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, Brooklyn Center, Edina, Saint Paul, Shoreview, Mounds View, Rogers, Jordan, Apple Valley, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inner Grove Heights, polaris arctic cat ski doo yamaha ktm ssr suzuki kawasaki honda Polaris/Arctic Cat/Ski doo/Yamaha/Rush City/Pine City/Hinckley/Sandstone/Moose Lake/Duluth/Danbury/Webster/Siren/Grantsburg/Harris/North Branch/Stacy/Wyoming/Forest Lake/Hugo/Ham Lake/East Bethel/Isanti/Cambridge/Braham/Mille Lacs/Mora/Zimmerman/Elk River RZR ranger commander maverick pioneer razor wildcat trx sportsman polaris arctic cat ski doo yamaha can am chevy chevrolet ford dodge bmw chrysler bobcat caterpillar cat gehl john deere caseElk River, Monticello, Minneapolis, St Paul, Taylors Falls, Mounds View, Rogers, Jordan, Apple ValleyShafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, honda kawasaki ktm suzuki ssr tao coolster apollo Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Isanti, Zimmerman, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, St. Paul, Shoreview,, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inver Grove Heights, Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake,Albertville, St Joseph, Fargo Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Rush City, Cambridge,Brooklyn Center, Edina john deere cat caterpillar scag exmark gravely great dane simplicity kubota gehl bobcat mustang case ford ferris bennington pontoon alumacraft lund corvette camaro harley davidson Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Albertville, St Joseph, Fargo, ATV, ATVS4KIDS, ATV4KID, KIDS ATV, KID ATV, QUAD, QUADS, MINI-QUADS, MINI QUADS, QUADS FOR KIDS, YOUTH ATV, GREAT YOUTH ATV, DIRTBIKES, DIRTBIKE , GO-KARTS, GOKARTS, GO-CARTS, GOCARTS, GO-KART, GOKART, DUNE BUGGY, DUNE BUGGIES, 4WHEELERSS, 4-WHEELERS, FOUR WHEELERS, REAL DEAL ON ATVS, CHEAP ATVS, CHEAP KIDS ATVS, 169CC GO-KART, CHINESE MOTORCYCLES Hossstyle Cycles, Hunter Motorcycles , Irving Vincent Motorcycles, Mojo Motorcycles, Moto-Z, South Coast Choppers, Thumpstar, Wildcard Customs, Rusi Supermotors, Bangladesh Honda Private Ltd, HMCL Niloy Bangladesh Ltd. Runner Automobiles Ltd, Singer Bangladesh Limited, Walton Hi-Tech Industries Ltd. Bangladesh Hero LTD, MMZ, Brasil & Movimento, Dafra Motos, Kasinski Motos, Tokens motorcycles, Canada, Bombardier/Can-Am (Trikes), LITO Green Motion (Electric motorcycles), Williams Custom Bikes, Bashan, Chongqing Kington-Liyang Motorcycle Manufacturing Co., Ltd, CFMoto, Dayun, Genata, Hanway, Huansong, ialing Jiangsu Jinjie Motor Manufacture Co., Ltd, Jianshe Yamaha, Jincheng Group , Jincheng Suzuki, Jonway, Kenbo, Lifan, Lingben, Loncin, Luojia Highland, Mican Motors, Qianjiang , Benelli China Keeway, Qingqi, QiPai, Rato Motorcycles, Shineray, Sundiro Honda, Thumpstar,Wuxi Green Motor XF Motor, Yingyang, Zhujiang Vehicle Co., Ltd., Znen, Zongshen, Colombia, AKT, Auteco, Blata Jawa, Estonia, Renard, France, Avinton , Brough Motorcycles , Midual, Peugeot Scooters, Scorpa, Sherco, Solex, BMW, Horex, MZ, Sommer, Sachs, Adapt Motors Pvt Ltd, Bajaj, BMW India, DSK HYOSUNG, DSK Benelli, Hero, Honda India, LML, Kawasaki India, KTM, Mahindra, Royal Enfield, Suzuki India, TVS, UML India, Yamaha India, Astra Honda, Helroad Motorcycles, Kaisar Motorindo, Kanzen, Kawasaki Indonesia, Minerva, Suzuki Indomobil, VIAR, Yamaha Indonesia, TVS Indonesia, channelplus Racing , Pishtaz Motor Toos, Alborz Tigers MX, HerMas Motor, Iran Docharkh, Jahanro, Ravan Cyclet, Kavir Motor, TakTaz Motor, Talash Motorcycles, Hani Motor, Alborz, SAMIN KHODRO, Aprilia, Benelli, Beta Motor, Bimota, Borile, CR&S, Ducati, Energica Motor Company, Fantic Motor, Ghezzi & Brian, Gilera, Italjet, Minarelli (engines only), Moto Guzzi, Moto Morini, Motobi, MV Agusta , Cagiva, Paton, Segoni Special, Piaggio, Terra Modena, TM Racing, Vertemati, Vyrus, Zaeta, Japan[edit], Honda, Kawasaki, Suzuki, Yamaha, Daelim, KR Motors , Hyosung, Malaysia, Demak Motorcycle, MLE Motorcycle, Modenas, Naza, Momos or Mofaz, SYM Motors, REED, Comel Motorcycle, Jrd Motors, Nitro Motorcycle, Hong Leong Yamaha Boon Siew Honda, Kawasaki, KTM, Carabela, ISLO, Italika, Dinamo, Atlas Honda Ltd. Ohad Motors (PVT.)Ltd (METRO), BML, Yamaha Motorcycles Pakistan Limited, D.S. Unique Motors (Pvt.) Ltd. Eagle Industries, Ghani Automobile Indus, Hero Motorcycles Ltd, Memon Motors (Super Star) Pak Hero Motorcycles industries, Pak Suzuki Motors company Ltd, Pirani Group Of Companies (Super Power), RAAZY MOTOR INDUSTRIES LIMITED, Ravi Motorcycles, Road Prince Bike Industries, SITARA AUTO IMPEX, Treet motorcycles, United Auto Industries Pvt Ltd, DYL MotorCycles Ltd.Pakistan, A.S Auto Industries Hyderabad (Bionic Motorcycle), SFM Junak, Junak Romet, WFM Osa, Sokol (Motorbike), WSK (Motorbike), AJP, Aliança, Conquistador, Dural, Famel Honda, Kawasaki, Yamaha, Suzuki, KTM, Bajaj, Ducati, PMR, Euro, LuckyStar Motorcycles, Skygo, Motorstar, Rusi, SYM, Racal, Russia[edit], IMZ-Ural, IZh, ZiD as the Voskhod, Slovakia[edit], CSM Moto Factory, Slovenia[edit], Tomos, Spain[edit], Bultaco, Derbi, Gas Gas, Montesa, Ossa, Rieju Sanglas, Taiwan[edit], Aeon Motor, CPI Motor Company, Gogoro, Hartford Industrial (Hartford Motors), Keol, Kymco, PGO, SYM, Taiwan Golden Bee, GPX Racing, Stallions, Falcon, Kanuni . Kuba Motor, Mondial (Ugur Motor Vehicles), Ramzey, Yuki Motor, Asya Motor, Ukraine[edit], KMZ AJS, Ariel Motor Company, Cheney Racing, Clews Competition Motorcycles, Greeves, Hesketh, Krisaki, Megelli Motorcycles, Métisse, Norton, Scomadi, Triumph, Wasp Motorcycles, United States Alligator, American Iron Horse , Arch, Arlen Ness, ATK motorcycles, BG Cycles, Boss Hoss, Big Dog, Brammo, Bourget, Cleveland CycleWerks, Confederate Motorcycles, Electric Moto Corporation Erik Buell Racing, Fury, Harley-Davidson, Indian, Janus Motorcycles, Johnny Pag Motor Company Lightning Motorcycles[19], MTT, MotoCzysz, Motus, Orange County Choppers, Pagsta, Rokon .Swift, Texas Choppers, UM Motorcycles, Victory, WCC , West Coast Choppers, Whizzer (parts and accessories only), Zero Electric, Lamsport (Lambretta), Camper, Fish house, Fishouse, Toy Hauler, HD, Harley Davidson, Corvette, Car, Truck SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove. pm 150a, powermax scooter, taotao scooters 150cc 4 wheelers Honda, 4 wheeler, kids atv, kawasaki, suzuki, polaris, yamaha, dirt bike, pit bike, go kart, 50cc, 70cc, 110cc, 125cc, 150cc, roketa, 50cc scooter, 49cc scooter, go-kart, gocart, go cart, chinese atv, child atv, ssr coolster dirt bike youth, quad, 4x4, mud, motorcycle, houston, gokarts, gocarts, utv, sxs, honda, suzuki, polaris, kawasaki, can am, yamaha, tao tao, coolster, kazuma, cool sport, chinese, parts, oem, axle, snorkel, lift, truck, wheels, tires, led, light bar, whip, houston, humble, huntsville, east, texas, porter, conroe, willis, crosby, slendora, new caney, kingwood, woodlands, spring, beltway, cheap, deals SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen wimberly driftwood dripping springs manor luling hays comal golforth corpus christi victoria texas oklahoma louisiana county hays comal guadelupe UTV, offroad, sxs, side by side, sidebyside, atv, quad, buggie, buggy, farm, truck, car, used, new, kart, gokart, gocart, cart, scooter, dirt, dirtbike, bike, motorcycle, cycle, snowmobile, 800, 800cc, 1000, 1000cc, rotax, vtwin, v-twin, clutch, 4x4, four wheel drive, awd, locking differential, LED, winch, dumpbed, Yamaha, honda, Kawasaki, Polaris, hisun, Massimo, renli, coolster, tao tao, taotao, bms, ranchpony, ranch pony, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, john deere, deere, gator, ranger, rzr, Viking, rhino, strike, boss, branson, tractor, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, 700cc, 300cc, 500cc, 600cc, turbo, supercharged, mud, track, race, Suzuki, 250, 250cc, 450, 450cc, Harley, Davidson, hd, tyrex, trail, bog, muddy, rock crawler",,,,,,,,
21074,175.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/farmington-trek-navigator-300-comfort/7470512289.html,2022-04-18 11:52,TREK Navigator 300 Comfort Bike, alloy, hybrid/comfort,, 21.5 inches,, 26 in,15,"A large TREK Navigator 300. 21.5 inches, 32 inch standover height for the taller rider (maybe 5'10-6'3). This bike offers an upright riding position, excellent for anyone with back or neck issues (or those who want to relax while riding). The handlebars are high (42 inches from the ground), no bending over; ergonomic comfortable hand grips. The Bontrager saddle is new and very comfortable, mounted on a suspension seat post for extra cushion. 21 speeds, gears and brakes work fine. Water bottle cage. Tires are in excellent shape, not knobby for mountain bikes - much smoother for the street or trail. The beautiful red paint has a few chips and scrapes - nothing serious, and no rust whatsoever.    This bike is very easy to ride and comfortable, great for someone who is not a hardcore road or mountain rider.   Located in Farmington, Minnesota or will deliver for $25 mile within 25 miles.   Check out my other bikes by clicking on ""more ads by this user.""  Cash only no holds, will remove ad when the bike sells.",,,,,,,,
21075,120.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/minneapolis-saris-bike-rack-for/7472049808.html,2022-04-18 11:49,Saris bike rack for 3,,,,,,,4,Saris bike carrier for 3  Bicycle carrier for 3 bikes  Excellent used condition  Saris bones bicycle rack,,,,,,,,
21076,80.0,minneapolis,https://minneapolis.craigslist.org/ram/bop/d/saint-paul-saris-bones-bike-trunk-rack/7468529192.html,2022-04-18 11:39,Saris Bones 3-Bike Trunk Rack,,,,,,,0,"Excellent condition Saris Bones 3-Bike Trunk Rack.  Great price.  Here's a description: Injection molded arms and legs are super strong and are built with 100% recyclable, non-rusting materials Integrated, ratcheting, anti-sway straps secure and stabilize bikes Easily fits a wide range of vehicle styles: sedans, hatchbacks and mini-vans Cradle design will accommodate most bicycle frame designs Not intended for tandem or recumbent bikes; carrying bikes with step-through frames requires the an adapter  105 lb. load limit",,,,,,,,
21077,90.0,minneapolis,https://minneapolis.craigslist.org/ram/bop/d/saint-paul-pink-saris-bones-bike-trunk/7468533330.html,2022-04-18 11:39,Pink  Saris Bones 801 3-Bike Trunk Mount Rack,,,,,,,0,"Very unique Pink  Saris Bones 801 3-Bike Trunk Mount Rack.  It was a special edition for Susan G. Komen for the Cure.    The details are: Trunk mounted rack carries up to three bikes, up to 35 pounds each Arc-based design fits over most spoilers, and separates bikes on different levels Tilting feature allows easy access to rear of vehicle Capacity: 3-Bike, Item Color: Pink, Storage Model: 801",,,,,,,,
21078,1200.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-2020-trek-920-touring/7472010522.html,2022-04-18 11:19,2020 Trek 920 Touring Bicycle 49cm, aluminum, road, excellent, 49 cm, Trek, 29 in,4,2020 Trek 920 Touring Bicycle 49 inch.  Slight normal wear.  Will sell with all shown accessories except the pedals which I will remove upon sale.  I’m selling because it is slightly too big for me.  Other than that I love the bike.  See link below for more technical specifications   https://www.trekbikes.com/us/en_US/bikes/bikepacking-touring-bikes/920/920/p/21996/, 920, none (rigid), disc (mechanical),, aero,,,
21079,40.0,minneapolis,https://minneapolis.craigslist.org/hnp/spo/d/minneapolis-hitch-mounted-bike-carrier/7467106143.html,2022-04-18 10:52,Hitch-mounted bike carrier,,,,,,,0,,,,,,,,,
21080,50.0,minneapolis,https://minneapolis.craigslist.org/hnp/for/d/minneapolis-bike-car-rack/7472722602.html,2022-04-18 10:33,Bike car rack,,,,,,,0,,,,,,,,,
21081,299.0,minneapolis,https://minneapolis.craigslist.org/hnp/sgd/d/eden-prairie-new-adjustable-weight-bench/7472723653.html,2022-04-18 10:31,New Adjustable Weight Bench,,, new,,,,7,"Commercial grade adjustable weight bench.  5-angle adjustments.   Firm pads upholstered in extra tough textured vinyl for excellent wear.  Handle to tip and wheel to easily reposition bench for various lifts.  Inspect our sample and in stock to take with you.  Additional fitness equipment on display and in stock at our Eden Prairie distribution center. All at special local outlet prices. Stop in, pick up and save!!  Modern Office 7550 Corporate Way, Eden Prairie, MN 55344 Hours: 9am-5pm, Mon-Fri P: 952.941.2837  In addition to dumbbells, free weights, olympic bars, power squat racks, weight benches, air resistance rowers, air resistance bikes, Modern Office showcases and stocks everything you need to furnish your office! We carry office desks, ergonomic chairs, guest chairs, waiting room chairs, lounge chairs, stacking chairs, big & tall chairs, flip seat nesting chairs, lateral filing cabinets, conference tables, training room tables, flip top tables, height adjustable desks, office desks, home/office desks, height adjustable conference tables, benching workstations, cubicles, office panels, reception desks, modular reception furniture, drafting stools, airport beam seating, standing height conference tables, bookcase, storage lockers and more!",,,,,,,,
21082,1999.0,minneapolis,https://minneapolis.craigslist.org/hnp/sgd/d/eden-prairie-complete-home-gym-brand-new/7472724263.html,2022-04-18 10:32,Complete Home Gym.  Brand New!,,, new,,,,10,"Complete commercial grade home gym at liquidation price.    Includes the following: The Beast Power Squat Rack 7' Olympic Bar Adjustable Bench 335 Lb. Rubber Grip Free Weight Set with Storage Rack (Two 2.5 lb. plates, two 5 lb. plates, two 10 lb. plates, two 25 lb. plates, two 35 lb. plates, four 45 lb. plates)  See links below for full description of individual products.  Complete set as shown for $1999!  https://www.modernofficefurniture.com/complete-free-weight-fitness-package-y13217.html   Inspect our sample and in stock to take with you.  Additional fitness equipment on display and in stock at our Eden Prairie distribution center. All at special local outlet prices. Stop in, pick up and save!!  Modern Office 7550 Corporate Way, Eden Prairie, MN 55344 Hours: 9am-5pm, Mon-Fri P: 952.941.2837  In addition to dumbbells, free weights, olympic bars, power squat racks, weight benches, air resistance rowers, air resistance bikes, Modern Office showcases and stocks everything you need to furnish your office! We carry office desks, ergonomic chairs, guest chairs, waiting room chairs, lounge chairs, stacking chairs, big & tall chairs, flip seat nesting chairs, lateral filing cabinets, conference tables, training room tables, flip top tables, height adjustable desks, office desks, home/office desks, height adjustable conference tables, benching workstations, cubicles, office panels, reception desks, modular reception furniture, drafting stools, airport beam seating, standing height conference tables, bookcase, storage lockers and more!",,,,,,,,
21083,699.0,minneapolis,https://minneapolis.craigslist.org/hnp/sgd/d/eden-prairie-new-the-beast-power-squat/7472723974.html,2022-04-18 10:32,New!  The Beast Power Squat Rack,,, new,,,,6,"Take your fitness and safety to another level with The Beast Commercial Quality Power Rack. The ideal component for overall fitness. Don't waste time and money on lightweight, unstable equipment you will regret. Feel the difference in stability and security with every lift. Designed for training without compromise.  * 1500-pound capacity! * Heavy, solid frame with superior weight hardware. * Pipe safety spotter bars with gravity lock. * 3-position diamond knurl pull up bar - build strength and endurance with multiple grip angles. Various positions to work back muscles, arms, shoulders and more. * Adjustable height dip bars * Spotter step * Four adjustable J-bars included * Eight band pegs with clips included  Inspect our sample and in stock to take with you.  Additional fitness equipment on display and in stock at our Eden Prairie distribution center. All at special local outlet prices. Stop in, pick up and save!!  Modern Office 7550 Corporate Way, Eden Prairie, MN 55344 Hours: 9am-5pm, Mon-Fri P: 952.941.2837  In addition to dumbbells, free weights, olympic bars, power squat racks, weight benches, air resistance rowers, air resistance bikes, Modern Office showcases and stocks everything you need to furnish your office! We carry office desks, ergonomic chairs, guest chairs, waiting room chairs, lounge chairs, stacking chairs, big & tall chairs, flip seat nesting chairs, lateral filing cabinets, conference tables, training room tables, flip top tables, height adjustable desks, office desks, home/office desks, height adjustable conference tables, benching workstations, cubicles, office panels, reception desks, modular reception furniture, drafting stools, airport beam seating, standing height conference tables, bookcase, storage lockers and more!",,,,,,,,
